source_id,target_id
616635785,356379164
616635785,19803537
616635785,859072476
616635785,569665296
616635785,23171093
616635785,269362480
616635785,1207060226
616635785,352377614
616635785,116095439
616635785,199546327
616635785,193782586
616635785,123606252
616635785,198750913
616635785,153893716
616635785,298127374
616635785,29602803
616635785,25915690
616635785,53569692
616635785,226828258
616635785,525873066
616635785,206481835
616635785,830062789
616635785,24067286
616635785,30171708
616635785,746630688
616635785,196497084
616635785,35825392
616635785,302339516
616635785,91567275
616635785,45230722
616635785,301453260
616635785,21997036
616635785,323728920
616635785,114814239
616635785,205485858
616635785,414278705
616635785,66729700
616650103,600483745
616650103,980980376
616650103,41710777
616650103,935052847
616650103,1374107066
616650103,44000363
616650103,362836682
616650103,57756665
616650103,31033695
616650103,293056297
616650103,255106193
616650103,59682148
616650103,279695141
616650103,23486207
616650103,1339120062
616650103,378749894
616650103,583276000
616650103,1247928836
616650103,132460679
616650103,1312318633
616650103,1010409722
616650103,248744030
616650103,333842379
616650103,846923748
616650103,38838616
616650103,244441476
616650103,228695495
616650103,438936142
616650103,208887536
616650103,925282123
616650103,133324446
616650103,20477352
616650103,30938952
616650103,77669300
616650103,67683067
616650103,86656673
616650103,180977299
616650103,46706451
616650103,28729253
616650103,169544629
616650103,553243881
616650103,126742472
616650103,590347742
616650103,63068029
616650103,333092284
616650103,447730097
616650103,50400627
616650103,1038432794
616650103,375726689
616650103,122605169
617373484,164240225
617373484,475018045
617373484,23565127
617373484,1357130263
617373484,24331426
617373484,22158009
617373484,721452698
617373484,30754429
617373484,286391647
617373484,1103940476
617373484,426227268
617373484,1006424792
617373484,21903641
617373484,424723769
617373484,298120441
617373484,313481830
617373484,1240530409
617373484,508540545
617373484,37859232
617373484,407432745
617373484,972552590
617373484,1201418060
617373484,196650381
617373484,18322109
617373484,69327269
617373484,1169759960
617373484,92051294
617373484,173447211
617373484,29494653
617373484,108225564
617373484,58960864
617373484,1017980005
617373484,80082384
617373484,76471221
617373484,77141025
617373484,545656145
617373484,957686461
617373484,18443731
617373484,312452851
617373484,247849118
617373484,411436943
617373484,555715493
617373484,233991675
617373484,887355110
617373484,53959839
617373484,50588874
617373484,88492252
617373484,878990732
617373484,25701619
617373484,25192474
617486653,113256112
617486653,260559727
617486653,163611420
617486653,72334035
617486653,17680840
617486653,26570863
617486653,234645171
617486653,1198840944
617486653,243956258
617486653,328652340
617486653,918797965
617486653,19498371
617486653,44470785
617486653,355595878
617486653,36114903
617486653,1059232844
617486653,1246568299
617486653,194681787
617486653,791794038
617486653,324426491
617486653,1175471700
617486653,74296295
617486653,618672443
617486653,28066028
617486653,27914127
617486653,382102019
617486653,175954697
617486653,1135898562
617486653,385125526
617486653,1135851996
617486653,756014082
617486653,1117822664
617486653,25903751
617486653,22577695
617486653,903001838
617486653,147993025
617486653,66338211
617486653,79858505
617486653,959639527
617486653,949764762
617486653,440264328
617486653,59888156
617486653,766085042
617486653,30944711
617486653,27368477
617486653,38373374
617486653,21172964
617486653,838669783
617486653,43427867
617486653,497535334
617557720,497300307
617557720,1437320384
617557720,21762834
617557720,1425451645
617557720,779494063
617557720,133378751
617557720,521263632
617557720,292438005
617557720,16910746
617557720,135423010
617557720,18642314
617557720,15455433
617557720,13862542
617557720,141730776
617557720,7736682
617557720,92589217
617557720,191188669
617557720,15293534
617557720,123404263
617557720,247763720
617557720,355424720
617557720,1119095348
617557720,1115612702
617557720,1115595020
617557720,130408529
617557720,548520944
617557720,567766782
617557720,25067429
617557720,276798593
617557720,1201565418
617557720,296994629
617557720,14937329
617557720,21004122
617557720,16200603
617557720,93662320
617557720,489863502
617557720,40613788
617557720,373612360
617557720,26688218
617557720,217454476
617557720,855827107
617557720,30817847
617557720,16023144
617557720,162350622
617557720,37516636
617557720,415203990
617557720,64657610
617557720,122539413
617557720,785541193
617557720,82980660
619468845,49595065
619468845,563228900
619468845,128221886
619468845,361560080
619468845,371879882
619468845,25571278
619468845,335100981
619468845,236868268
619468845,35682877
619468845,282169473
619468845,255064345
619468845,50537735
619468845,20571353
619468845,369391604
619468845,356934023
619468845,21520700
619468845,34721874
619468845,803788783
619468845,835908523
619468845,274328206
619468845,551162839
619468845,110931481
619468845,125960007
619468845,27845818
619468845,106027848
619468845,706117903
619468845,444765804
619468845,430077866
619468845,108078731
619468845,57768304
619468845,913993326
619468845,323172159
619468845,225308736
619468845,96875177
619468845,22000762
619468845,287368258
619468845,705083635
619468845,17554299
619468845,174773507
619468845,375227729
619468845,174669737
619468845,340751599
619468845,215238661
619468845,499261014
619468845,469021949
619468845,8064862
619468845,14596540
619468845,420291583
619468845,151220848
619468845,121381391
621555892,364099652
621555892,95458356
621555892,1208889354
621555892,599319118
621555892,30056672
621555892,134154516
621555892,133022865
621555892,243413365
621555892,15464215
621555892,187058357
621555892,1034046475
621555892,15307617
621555892,563447939
621555892,34662006
621555892,1325186761
621555892,475561576
621555892,14454892
621555892,29282051
621555892,1228576465
621555892,16570928
621555892,104292903
621555892,47409855
621555892,1131058813
621555892,1077592993
621555892,78372635
621555892,1202018388
621555892,69605342
621555892,955883234
621555892,215672219
621555892,524220486
621555892,199231559
621555892,45185864
621555892,69656699
621555892,244042439
621555892,18533317
621555892,1221379603
621555892,99853900
621555892,863266658
621555892,145806143
621555892,113937258
621555892,105758272
621555892,729131155
621555892,856282266
621555892,17488851
621555892,954254467
621555892,887757504
621555892,851119530
621555892,164908231
621555892,66512113
621555892,16654767
621576164,515814969
621576164,32160850
621576164,310786424
621576164,193071322
621576164,617763192
621576164,26197663
621576164,111158912
621576164,234926334
621576164,455344381
621576164,226266379
621576164,177349473
621576164,302123233
621576164,950621474
621576164,951723956
621576164,1391852887
621576164,476822459
621576164,127801988
621576164,1329146924
621576164,355792171
621576164,1153419451
621576164,443407588
621576164,633298924
621576164,41561476
621576164,125521899
621576164,535683186
621576164,425014949
621576164,1155615906
621576164,332366145
621576164,14851673
621576164,16281260
621576164,67181179
621576164,601784023
621576164,29426444
621576164,473018060
621576164,168095350
621576164,42486651
621576164,477226749
621576164,1307459792
621576164,196706721
621576164,1262235583
621576164,458533035
621576164,1215159553
621576164,218584061
621576164,292992148
621576164,436141759
621576164,337913781
621576164,33924834
621576164,38496145
621576164,36608370
621576164,363245814
771657486,1488349488
771657486,626100155
771657486,39927832
771657486,527773466
771657486,152805810
771657486,624279929
771657486,13584882
771657486,64521310
771657486,1263911971
771657486,1102368708
771657486,1260559272
771657486,440675213
771657486,51952658
771657486,458859370
771657486,991903448
771657486,35921559
771657486,125043774
771657486,818231382
771657486,1220715805
771657486,1208487074
771657486,215873529
771657486,252193141
771657486,102150152
771657486,1131455959
771657486,342304513
771657486,910958376
771657486,220254442
771657486,39890121
771657486,25027494
771657486,271179281
771657486,29457601
771657486,331020555
771657486,625293503
771657486,60575041
771657486,375537102
771657486,193305231
771657486,632782438
771657486,239703123
771657486,323894111
771657486,716994920
771657486,262669658
771657486,535230475
771657486,24129494
771657486,633080732
771657486,105342117
771657486,833195162
771657486,80719548
771657486,112051516
771657486,510508865
771657486,713754600
1207835467,56516252
1207835467,37419643
1207835467,14154145
1207835467,414193034
1207835467,426698227
1207835467,189458732
1207835467,1245800444
1208229229,1202220380
1208229229,739523767
1208229229,1013304732
1213170564,282183239
1213170564,19622811
1213170564,1414251913
1213170564,25952426
1213170564,282380315
1213170564,449351856
1213170564,407080225
1213170564,978703206
1213170564,486373169
1366784677,26604630
1366784677,50772334
1366784677,1100056236
1366784677,309909647
1366784677,369945326
1366784677,1342550960
1367040230,577558675
1367487373,24774508
1367856896,259835827
1367856896,625908357
1367856896,228942212
1367856896,556444283
1367856896,32830897
1367856896,77736378
1367856896,726170090
1368184886,1394084197
1368184886,135224855
1368184886,325618087
1369249873,144046082
1369249873,279241836
1369408290,27111967
1369408290,149045006
1369408290,227777318
1369408290,1191247082
1369408290,15209228
1369408290,30950886
1369480706,578130391
1369480706,42007572
1369480706,132473704
1369480706,579265576
1369749661,441112515
1369749661,130549978
1369749661,625233515
1370348599,346414431
1370348599,1210591333
1370348599,462147848
1370348599,1069214394
1370734512,68167893
1370734512,211566653
1370734512,37587422
1370781445,278646938
1371350634,998611374
1372652504,709516573
1373071759,358455659
1373326866,46216223
1373326866,122763188
1373326866,14876461
1373326866,25341500
1374094274,721045585
1380948325,773351953
1380948325,65507403
1380948325,95297893
1380948325,322381311
1380948325,147931285
1380948325,480724499
1381069658,1173643692
1381069658,48521954
1381363692,915386305
1381363692,1067623410
1381607736,266421915
1383712140,37792298
1383712140,263209316
1383712140,613591283
1385228084,1385199919
1385228084,1398993224
1385297372,46492704
1385297372,26311140
1386172154,80204522
1386549638,27709708
1386619668,1249647776
1386619668,19750766
1386619668,236591314
1386619668,107584619
1386619668,1078432224
1387393236,290295826
1387393236,237112765
1387393236,1359884756
1387393236,1279619750
1387393236,63228048
1387417639,631790536
1387702238,1398843049
1388819528,1393552496
1391544607,57108396
1391544607,164531168
1391544607,21785446
1391622127,1386795619
1391832212,617335167
1391832212,294546043
