source_id,target_id
3610511,1065889440
3610511,50355444
3610511,22651555
3610511,21204951
3610511,31583882
3610511,478000821
3610511,63112528
3610511,17582486
3610511,847110601843376132
3610511,49772158
3610511,14377835
3610511,237654091
3610511,106542971
3610511,17768307
3610511,1060631431
3610511,965575952314093568
3610511,635552971
3610511,299776059
3610511,1291802729438945280
3610511,198282057
3610511,491327107
3610511,1309478606318469121
3610511,22677790
3610511,3952791
3610511,17835068
3610511,89090040
3610511,131254069
3610511,404064077
3610511,16211566
3610511,827908404
3610511,1259025961238102016
3610511,19392607
3610511,27013292
3610511,495882009
3610511,30354991
3610511,939091
3610511,821784477076750338
3610511,1059361525109010433
3610511,930822249707376640
3610511,874240211441643520
3610511,1001344387102728194
3610511,817260552
3610511,989421559
3610511,18262639
3610511,2375774460
3610511,11226
3610511,454423746
3610511,35817747
3610511,1096457871238127616
3610511,131673519
5656162,783415158492332032
5656162,494364900
5656162,491362972
5656162,176537023
5656162,2978762543
5656162,908637973436084224
5656162,16665197
5656162,751128534
5656162,446532729
5656162,867857940
5656162,820358702
5656162,153781044
5656162,571096970
5656162,234362929
5656162,15662622
5656162,162025654
5656162,74181214
5656162,1762201
5656162,431800410
5656162,2997650122
5656162,337886919
5656162,2821347610
5656162,479870460
5656162,2583506502
5656162,82349340
5656162,1603184406
5656162,378531667
5656162,379361238
5656162,2464378118
5656162,717313
5656162,440383842
5656162,19725644
5656162,276068957
5656162,295258021
5656162,455320730
5656162,17432169
5656162,527347549
5656162,1875031
5656162,621120490
5656162,93727952
5656162,495050106
5656162,1450848512
5656162,466419211
5656162,17633960
5656162,180212655
5656162,223741798
5656162,58430129
5656162,76997832
5656162,170711160
5656162,492074930
5682702,74466455
5682702,200862575
5682702,2991950563
5682702,816348486
5682702,42837007
5682702,25960529
5682702,1427462935
5682702,64364919
5682702,806885436
5682702,191491028
5682702,86056816
5682702,216325250
5682702,70971449
5682702,406918537
5682702,817643168
5682702,16380690
5682702,389459018
5682702,989061090
5682702,23023236
5682702,390902386
5682702,24258355
5682702,388900759
5682702,916852512
5682702,924181808
5682702,334217161
5682702,45724110
5682702,874483044
5682702,16521996
5682702,469753893
5682702,19826509
5682702,4816
5682702,186619034
5682702,31136854
5682702,346072615
5682702,29038088
5682702,601289179
5682702,385021168
5682702,14504859
5682702,190569306
5682702,328221371
5682702,274455749
5682702,47387039
5682702,553772348
5682702,87798601
5682702,450533591
5682702,532657371
5682702,83566470
5682702,414029970
5682702,202752078
5682702,70483155
6067292,908641350433812480
6067292,156926956
6067292,43563374
6067292,1491907734
6067292,1310275768191193088
6067292,83156169
6067292,933384529766682626
6067292,304639639
6067292,1213020143137124352
