source_id,user_id
1219247983,17797702
1219247983,170764085
1219247983,289265020
1219247983,562522878
1219247983,161471318
1219247983,46441560
1219247983,1051518602
1219247983,396024092
1219247983,30214391
1219247983,354464050
974171288,725757744255516672
974171288,3068672885
974171288,927437345569116160
974171288,2973744243
974171288,2940078123
974171288,1352628278
974171288,766271758613749760
974171288,1081139921753116672
974171288,3024414176
974171288,885035118506774531
974171288,994970649528586240
974171288,7077692
974171288,1219501081
974171288,351294524
974171288,1004785054327898112
974171288,934113793877082112
974171288,282905094
974171288,1102335707614507011
974171288,931507070498758656
974171288,838076241236353024
974171288,786477512876363776
974171288,44294220
974171288,4689496640
974171288,1437558583
974171288,2368946468
974171288,2411427924
974171288,1864065403
974171288,707572465
974171288,1322720316
974171288,2394459486
974171288,866528294
974171288,2369374310
974171288,310703065
974171288,1122887192
974171288,945884478
974171288,59196112
974171288,430863193
974171288,531883217
974171288,1527786986
974171288,2272932991
974171288,430045559
974171288,454473267
974171288,816096337
974171288,43911747
974171288,371314641
974171288,793470512
974171288,717886708
974171288,2184476181
974171288,317036002
974171288,798163356
974190704,1389644230910431241
974190704,1309579224588718080
974190704,1350843883949797376
974190704,428118967
974190704,964962486775697408
974190704,899923418086334464
974190704,29679737
974190704,1005171838618566656
974190704,455897742
974190704,896009469263572992
974190704,868567694341283840
974190704,1223552212837851137
974190704,1324668523621371904
974190704,1356944690415882241
974190704,1067920592
974190704,1305651501348589568
974190704,294563959
974190704,914580905741754371
974190704,4469667022
974190704,1091888463534874624
974190704,1520319049
974190704,827747210
974190704,1272555776666673157
974190704,575758666
974190704,890153755739553792
974190704,723426229848674305
974190704,1032245685763166209
974190704,1016280316699398144
974190704,1308828267475021825
974190704,1318248812155183104
974190704,969926737361604608
974190704,1261331167829254144
974190704,953602880103223296
974190704,1145595561569071104
974190704,113099007
974190704,1303705585376989184
974190704,1209219515264962566
974190704,1234868212505939968
974190704,2352165313
974190704,1231095895
974190704,957705748665991170
974190704,1040937801083219968
974190704,1243514581
974190704,4428287721
974190704,1198527357658771456
974190704,2779995489
974190704,1276043237439025153
974190704,727270588738330625
974190704,1258071857082839048
974190704,850268993709420545
974558708,1393278025349967877
974558708,1386680904849018884
974558708,46008977
974558708,463989755
974558708,19383358
974558708,39983021
974558708,2306989674
974558708,1273570389948616704
974558708,347834285
974558708,435365924
974558708,3438416009
974558708,3239205732
974558708,14139376
974558708,598946691
974558708,975462369320226816
974558708,262500612
974558708,1153747660404170752
974558708,186016088
974558708,963415128111747072
974558708,16589570
974558708,1151816945391538176
974558708,831801152
974558708,291756720
974558708,23788120
974558708,1125243446543945728
974558708,488552800
974558708,529247125
974558708,4839858424
974558708,1857619124
974558708,1006803415442313216
974558708,23582260
974558708,2452279423
974558708,1157749381
974558708,2471106091
974558708,2341633802
974558708,919339031560970241
974558708,934404495630467072
974558708,911565306035761153
974558708,61876375
974558708,276401553
974558708,277853976
974558708,37162507
974558708,830107579
974558708,1298846414
974558708,15654823
974558708,2905246479
974558708,1465026877
974558708,806005323228069888
974558708,339588127
974558708,21652927
977265403,67665291
977265403,390040296
977265403,878453017
977265403,49646346
977265403,90859957
977265403,255499265
977265403,921727033
977265403,1038323348
977265403,467689193
977265403,402881758
977265403,237379952
977265403,53122937
981556177,3152916993
981556177,992695320
981556177,409158564
981556177,483060658
981556177,397215654
981556177,396862813
981556177,704103153
981556177,2286473894
981556177,1276197984
981556177,822849920
981556177,2278621192
981556177,747376524
981556177,1731227724
981556177,42158080
981556177,21688312
981556177,73298235
981556177,509337710
981556177,19343576
981556177,60102082
981556177,1497942090
981556177,198419938
981556177,586830756
981556177,412618098
981556177,352376217
981556177,1267454683
981556177,428462682
981556177,702820675
981556177,52466789
981556177,79696596
981556177,362715697
981556177,476600096
981556177,1414930662
981556177,1379272196
981556177,365425744
981556177,65108529
981556177,517378178
981556177,491723609
981556177,123106448
981556177,501555995
981556177,479310000
981556177,552520391
981556177,377930911
981556177,602021136
981556177,407263319
981556177,44225904
981556177,123111518
981556177,281785847
981556177,278947162
981556177,349456704
981556177,281364644
407818010,428556660
407818010,14897369
407818010,463147777
