source_id,target_id
24503,2320143913
24503,100367695
24503,1337122080534491140
24503,2788296475
24503,51069078
24503,1468198634
24503,3630861
24503,1281438407093190657
24503,1349149096909668363
24503,344465103
24503,833071
24503,136114696
24503,2557106694
24503,72940241
24503,154153613
24503,3253629143
24503,24494399
24503,47105640
24503,212137619
24503,81417878
24503,566756494
24503,114240698
24503,149763
24503,5939732
24503,592700022
24503,30028228
24503,232991743
24503,122576540
24503,1145501851669991424
24503,32584253
24503,926482451764887553
24503,17153331
24503,13418072
24503,45609496
24503,217540825
24503,5630
24503,72519364
24503,1007204364459495424
24503,11676452
24503,1065249714214457345
24503,6535212
24503,266672774
24503,774056707
24503,280258450
24503,20168991
24503,2518563752
24503,14810761
24503,939091
24503,30354991
24503,744615480
22903,1265037073
22903,59818711
22903,828717014
22903,32372834
22903,331617619
22903,5893702
22903,18935802
22903,2356544240
22903,14091091
22903,14060262
22903,472966889
22903,29416653
22903,215728045
22903,931203910567636993
22903,85852409
22903,395218906
22903,133790890
22903,52424550
22903,25676606
22903,543774554
22903,376218450
22903,4068347835
22903,2431547652
22903,4902707301
22903,139825013
22903,819882765403484160
22903,1009439834719637504
22903,13092272
22903,1133095733761064961
22903,72587784
22903,1026869493967085569
22903,467257235
22903,1713414678
22903,86522812
22903,297047872
22903,95955871
22903,19114743
22903,4009984403
22903,2916305152
22903,1006419421244678144
22903,562141655
22903,936507571
22903,2513549293
22903,643443
22903,850805582097526785
22903,785868835480014848
22903,19826509
22903,43364902
22903,1688187541
22903,1264624393
382393,704944575
382393,2731204826
382393,1969496880
382393,49155222
382393,3317233336
382393,2348518500
382393,1317611
382393,2804548467
382393,1169233927
382393,938729294578233344
382393,123055036
382393,1313798876776796160
382393,4353234441
382393,1391726815056646144
382393,1039531
382393,564490853
382393,1337391275885137927
382393,1027190687392047105
382393,25598396
382393,53088759
382393,1135098471793549317
382393,41155540
382393,17667859
382393,939155492705832961
382393,2286218053
382393,35093547
382393,22970058
382393,104239528
382393,8339422
382393,22533917
382393,919294347857690625
382393,9527212
382393,131106288
382393,17946250
382393,1318466110862299137
382393,1321078181072379907
382393,765205219575595008
382393,496437886
382393,89785537
382393,152725709
382393,115027861
382393,352869696
382393,3853365197
382393,767951934
382393,1003338634026553345
382393,369038524
382393,1302299383975817217
382393,233364902
382393,488802976
382393,2315253247
286543,1352203200493973505
286543,50363629
286543,1338751406103203841
286543,1313208722781601793
286543,80531439
286543,1268515140598669319
286543,1266149216029749248
286543,840333829537693697
286543,2242377420
286543,582740053
286543,1284163123574910979
286543,17413094
286543,1266014530313699329
286543,1268518472331526145
286543,1243891825372528643
286543,1255024196251537410
286543,1398871328
286543,17003765
286543,2425571623
286543,522701657
286543,1214539646312615936
286543,25058787
286543,1085683907561967617
286543,1168889172939214848
286543,961679410951684096
286543,1199812749469126657
286543,93222172
286543,55862897
286543,1149421859756134400
286543,1176436178100346880
286543,103152299
286543,7404072
286543,406869976
286543,21202851
286543,1164201493488123904
286543,1630709755
286543,55525953
286543,1108447575412273153
286543,1067520033637711872
286543,1125140767675166722
286543,414722911
286543,269390004
286543,937440562403258370
286543,1049629217917427712
286543,607174392
286543,1107631735813128192
286543,1047701514259578880
286543,625733
286543,1044909387385647106
286543,893163720532164608
438023,2983899880
438023,278984976
438023,245548093
438023,15804843
438023,1579422614
438023,3305514245
438023,36178012
438023,2345893236
438023,96354422
438023,1182668451552382976
438023,874240211441643520
438023,437363242
438023,322933929
438023,117017147
438023,909841542822625281
438023,14108472
438023,2555558936
438023,128580952
438023,1401612740
438023,191190976
438023,13200382
438023,22240636
438023,10669542
438023,897117096861065216
438023,764078990109839361
438023,1857736771
438023,1050753707518910464
438023,893605357947305984
438023,72520597
438023,1663172653
438023,478720395
438023,1021126556645720064
438023,81961255
438023,822199943922323456
438023,885538196007903232
438023,2293315159
438023,71553364
438023,192982459
438023,14414706
438023,2279602572
438023,3302783815
438023,3302515508
438023,3220881440
438023,2377837022
438023,785739140
438023,78767466
438023,3187026492
438023,1092729288
438023,122986979
438023,230664315
586003,1377218679813849089
586003,189161498
586003,1369565937029021698
586003,1189990731512987649
586003,753513850054598656
586003,40848841
586003,859258838
586003,85574459
586003,395213544
586003,134408634
586003,2394067502
586003,1617559160
586003,991451416094003200
586003,13319202
586003,475866091
586003,4524298127
586003,1313172600
586003,1184780408073924608
586003,306362835
586003,1357684502
586003,1653148201
586003,78085964
586003,311396644
586003,22687867
586003,14684382
586003,93378883
586003,5988932
586003,2451933858
586003,2505500162
586003,217774171
586003,388796548
586003,981459689421574144
586003,1261609700208054272
586003,403510494
586003,36353564
586003,823400821
586003,397346687
586003,564414802
586003,435649161
586003,344013445
586003,30184850
586003,89986118
586003,1256324778144739331
586003,544572935
586003,194192566
586003,153327232
586003,1944683893
586003,1275332351996956673
586003,703993442129604608
586003,221151496
628563,948255112530718721
628563,197763661
628563,3869600776
628563,466434727
628563,2877216406
628563,2175994554
628563,599940695
628563,425021928
628563,29255304
628563,19445334
628563,1285435374
628563,202202061
628563,202154713
628563,574416608
628563,87729482
628563,48644050
628563,110485897
628563,459558301
628563,121156941
628563,370690455
628563,404789200
628563,454282873
628563,380321899
628563,199632928
628563,15326027
628563,378611487
628563,171535656
628563,52674825
628563,54717228
628563,37946059
628563,128192903
769985,709397841647673344
769985,2958234653
769985,2302158641
769985,205652983
769985,2195693534
769985,293183196
769985,3373963714
769985,853202834
769985,3300168363
769985,2255392334
769985,1106533782
769985,14154334
769985,805745601702928384
769985,1068078314030551040
769985,3088729264
769985,1141891524264898560
769985,1441587607
