user_id,friends_count
1000502232121577473,1824
1000502678,123
1000512539254501377,296
100051425,2688
1000515649356075009,280
1000515830373847040,1870
10005212,3893
1000527458595213313,1000
1000531,5382
1000537458,252
1000562694825631744,694
100056903,2305
1000589126,81
1000591,1345
100060445,673
100060792,152
100061645,93
100062529,1229
100065363,211
100067085,231
1000671135086804993,130
100070163,5
1000714225046695936,177
1000715436281991168,105
1000718764697145344,402
1000725412752838656,570
1000727566112706561,769
1000732006794317824,1628
100074406,3
1000750146,99
100075347,236
1000754131559120898,704
1000758551894257664,910
1000764695819771906,206
1000766372039790597,930
1000767614283665408,1055
1000774263752753154,353
1000780867248279552,132
1000789170074390529,1666
1000792948252999682,295
1000796407454875649,1012
1000800649368539136,268
1000800941661179905,516
1000811524292825089,36
1000813298315681792,2112
1000813791137992704,967
1000825212940750849,434
1000831442769842186,76
1000835549870075906,7357
1000844624657813504,73
1000846366686564352,1462
1000859087586947072,3447
1000859842179977218,1672
100086065,299
1000861194037743616,6526
1000862452282806272,575
1000867176188928000,465
1000869669086130177,976
100087217,1461
1000872195227340800,4093
1000877071185383426,950
1000877222,1217
100095838,3685
1000982477769453569,1572
1001005330720083968,315
1001009784,2478
1001013740177944576,158
1001015264773918720,1528
1001022572186820608,1088
1001023680,1751
1001025248,1416
1001028697,196
1001029225476972545,280
1001037676454309889,1129
1001039446555480064,1176
1001044566,267
1001046612133793793,1277
1001051299,4392
1001058062,25
1001067798,3071
1001076121,444
10010822,254
1001084520232308736,311
1001089923179524098,819
1001095436877402112,2494
1001097999014137856,4932
1001098842031435777,1141
1001104042376998912,966
1001104586395045888,565
1001104661561200640,1406
1001113010612703232,1
1001114463855104000,4304
1001123183800569857,4985
1001138461,1086
1001160056707141633,703
1001162695297597445,402
1001165088697585664,49
1001168776455434240,659
1001170046897524737,28
1001171092764061697,4937
10011762,112
1001178246719909888,58
1001186340963307522,113
1001187447080923136,3318
1001191851188211713,257
1001195018,151
100120116,10
1001204034,79
1001206868,335
10012122,424
1001215844456783872,4769
1001230076925526016,2725
1001230813223153664,68
1001239974,15
1001256210,321
1001258017323737089,43
1001275771279826945,136
1001278462513025024,353
100129225,1594
1001303996,2256
1001323214,1807
1001325006213742592,612
1001334746553741312,82
1001337049,126
1001344363,0
1001344387102728194,820
1001345166446419968,2334
1001348095,0
1001348900,153
1001354304358371328,600
1001359057,3822
1001359458222604288,40
1001362867,2026
1001364128320118785,474
1001373350,666
1001381683793457153,555
1001382864,6
100138355,261
1001385895201857536,172
1001385932,31
1001386487705939968,1965
1001390960,412
1001397184321982464,861
1001414144719978496,203
1001415254,1017
100141685,5001
1001422763167567882,841
1001424558,329
1001425111,368
1001425358,3056
1001425868462395392,1118
1001429304,1727
10014332,2275
1001433306,224
1001434155475963904,390
1001435005,16
1001435744,757
1001436169,924
1001439086186500098,469
1001442932,986
1001443652,24
1001447467,1362
1001454464149151744,115
10014562,69
1001457938,216
1001459801698775041,837
1001472962300731392,1677
100147436,630
1001484359067619328,171
1001484961,234
1001485112129867782,97
1001485872,456
1001490811,12
1001494357,658
1001499086162485248,69
1001504332620222465,1599
1001506641953656832,29
1001506981,1265
1001507264661016576,1749
1001508991237869569,141
1001511262545592320,163
1001513756,62
1001514763,124
1001518333,83
1001520568238329856,83
1001524548066562048,612
1001525977,128
1001534472448163840,2138
1001535681787768839,246
1001536392986492928,174
1001552611,1591
100155324,43
1001557272,2270
1001557513840578561,468
1001559830950182912,8
1001570208,2368
1001572037331181568,23
1001582114670723072,421
1001582180819226625,1598
1001582239115866118,243
1001584184,54
1001585160,96
1001590269001785344,227
1001595697,393
1001607326,1752
1001607594,132
1001608784,987
1001630156,2386
1001633472,1519
10016342,2237
1001637735860527106,540
1001641908,682
1001650238,1088
1001652614,608
1001660296753238016,250
1001661713509384197,53
1001687510,2050
1001692417,388
1001695303,634
1001718378514604032,300
1001721745,345
100172231,499
1001723792,47
1001733757,442
1001747474,1102
1001749855,441
100175001,1342
1001750510,2640
10017542,7
100175825,425
1001759884612964352,1347
1001767273,1723
1001769954,199
1001773213,25
1001779069824983041,290
1001784683598876678,3457
1001791351447539712,400
1001795658,18
100179760,498
1001798268261683200,226
1001802528768647168,389
100180348,2497
100180681,203
1001807491,469
1001808434,145
100181411,0
1001816822,610
1001826672746868736,321
1001827943017000961,227
1001832800,468
100183393,1853
100183641,757
1001836682,0
1001842443342499840,186
100184475,278
100185915,5577
100186027,516
1001862062,0
1001864850862170112,170
1001867792,461
1001875491043889152,2027
1001875776,2009
1001879178,60
100188103,34182
1001888425,34
1001888633400516608,552
1001889512904159234,1942
1001904673,1271
100190781,1040
1001915526,220
100192363,341
1001923646364020736,0
1001929386,1232
1001930804,963
1001938597,874
1001939737,316
1001952120,1119
1001954582,557
1001955368,7474
1001961458727612418,117
1001963067977207810,5128
1001963953482883079,18372
1001964127,67
1001975366,158
1001977897744261121,62
1001978215,175
100197932,272
1001979420,265
1001989267608961033,64
1001997313,614
1001998710,460
1002014990,1313
1002016124,3094
1002019934,46
1002029826,311
1002031226,511
1002037376,1436
1002066740,1503
1002069085,125
1002073178,0
1002075186,1772
1002094705,59
1002098186293469184,96
1002099798,4077
1002101304,526
1002103503131725825,94
1002104094,112
100211152,11
1002112180085493760,80
1002113254263582721,334
1002113568,2137
1002115166,4358
100212305,40
100212720,406
1002128636,2928
1002129280938205184,881
1002132766799073280,425
1002137695223779328,307
100214447,156
100214533,2
1002158263494885377,3688
1002159374712877056,73
1002163952,957
1002166819,973
100216816,277
100216879,0
1002169887412969473,416
100217235,9
1002172878,138
100218289,3682
1002186470029918208,588
1002187050827812867,717
1002196832729133057,345
1002202759,791
1002208245988167681,1143
100220864,93
1002212103267241984,2124
1002214032,2059
1002216806,687
1002231615563714561,133
1002233059754815488,926
100223538,1745
100223606,1038
1002250045,1892
1002250382939222016,108
1002254763596107778,376
1002257753916821505,1875
1002263698021519361,2599
1002264925878865921,737
1002265094582095872,758
100226539,583
100226575,1109
1002274169818673153,13
1002275698990571520,285
1002280788304580610,2022
1002281329994752000,30
1002283680,268
1002285532171460611,487
1002286273531383808,4148
1002288271,1826
1002288781,792
1002296646,143
1002297129065418752,851
1002298022,101
1002301754,135
100231299,852
1002319130,347
100234411,1267
1002344988,554
1002351,6091
1002356010,709
1002372961,1484
1002373148,913
1002375024,772
100238788,12
1002389795002306560,706
1002399498545614848,7016
1002399757,1318
1002418796,7
1002424201,1381
1002430347605364736,227
1002437448,0
1002454542,503
1002454920,88
1002456354,903
1002461848824840193,2289
1002462162,339
1002469042853236738,287
1002470318,254
1002470609408937984,565
1002476910532874241,1152
1002477324,289
1002478429,1055
1002478819691909120,514
100248020,6731
1002480546,444
100248280,519
100248580,283
1002496867790356480,90
1002500058,28
1002502552750120961,205
1002513128,253
1002523203007336448,18
1002523966081241088,1422
1002529152,1969
1002529509327949827,1076
10025302,792
1002534613,831
1002541464902086656,1991
100254425,17787
100254761,1452
1002548718187503616,180
1002558268479164416,1429
1002562748,2125
1002569778,2745
1002575069682503680,1811
1002586977114509314,26
1002588632,386
100259418,103
1002594528,25
1002596893,1485
1002600757,227
100261055,119
1002612735056760832,904
1002613868013555712,308
100261387,870
1002618103,295
1002620706,1782
100262292,97
1002634999378731008,74
1002638347817414656,460
100263875,49
1002646083649134592,1180
1002661345471418368,209
1002666626,66
1002674969002864646,489
1002695586,772
100270002,242
100272772,1518
1002727825,87
100273399,2060
1002734323416657920,617
100274022,2973
1002747560,426
1002750164640157696,14933
1002752822,1139
100276938,37
1002771444,4062
100277835,71621
100278070,8720
100278256,156
1002788786,1208
1002790078995927041,866
100279483,316
1002804420,27
100281735,100348
1002821323,1067
1002823230,150
100282593,571
1002826467343044608,1
1002828655,1794
1002831404,1623
100283347,193
100283386,561
1002841609,350
1002844897,458
1002847441358426112,740
100284970,4455
100285041,8
100285649,4083
1002859584791379969,78
1002865394632314881,743
1002865562,829
1002869839,258
1002873775,168
100287442,0
1002874525606928384,3930
1002882212,175
100288330,505
1002885396974460928,382
1002888157875097601,3663
1002893581,1740
100289732,245
1002902466722230272,251
1002905477968203776,4303
100291517,446
1002942629619949569,981
1002946992039956480,233
1002952266058518528,239
1002967586869600257,500
1002975506,1037
100297553,0
100297945,960
1002983168444633088,948
100298925,5001
1002993681480241152,1172
1002995297985933313,1199
1002999326,207
1003018088,2389
100302759,579
1003030443720134656,1374
100303468,4231
1003036348855521282,853
100304573,44423
100304825,520
1003061944981565440,264
100307217,234
100308122,327
1003081780436627462,205
10030892,607
100310892,29
1003157616552488960,383
1003159956,1385
1003161572645195777,1485
100316416,2427
1003164805178458113,1205
100316563,0
100316615,3129
1003188729085906949,495
1003194201327185920,800
100319754,1141
1003202060,1665
10032112,8776
1003214792713293824,164
100321580,154
100323369,460
100323566,8367
1003240146223984640,130
1003246446638977025,418
1003252529403219968,577
100325421,749
100325483,365
1003259834886754304,272
1003260694333095936,93
10032712,192
1003273450859974656,8434
1003280694,834
100330827,390
1003325653729644544,832
1003340470016192513,3759
1003342406576672768,356
100334600,1752
100335539,1688
1003357422231216129,543
1003371631509528576,153
1003372669121761280,85
100338337,49195
100338406,494
100338893,239367
100343993,452
100345998,1117
100346504,694
1003485939094642688,42
1003490226,12933
1003493234,695
100349481,755
1003507623214370816,144
1003508636,573
1003513868038148098,4993
1003521408,1012
1003559178,107
1003566697,5360
1003591506,2413
1003593631083761664,2820
100360160,509
1003602980,409
1003606205460344835,628
1003609968,220
1003612181580173312,144
1003615290834477056,164
1003622854762680320,148
1003623772837072897,698
1003628071,1083
1003629618,463
1003631540444827650,336
100363791,377
1003638478779895808,3239
1003642075,15
1003644756,1361
1003649641,22
1003651835557801991,344
1003654902,2039
1003657873,225
1003659724137648128,189
1003661719,1805
1003667622318264321,145
1003668786,14
1003675591,335
1003680960,994
1003686847,563
1003687398,2137
1003688717574377473,159
1003713402399854594,990
1003721065204461569,42
1003725408,1442
1003733050793046017,2347
1003733129746698243,211
1003735284,465
1003738332,1312
1003743784402898945,235
1003743974,8969
1003746368,379
1003758320,38
100376563,290
1003775976,1073
1003776169,71
1003786058994212864,226
1003787928,3
1003794270,0
1003799888,162
100381293,1028
1003817099112919041,17
1003837699,4317
1003846482,1803
1003855358224289793,2168
100387585,138
1003890116,312
1003893482140954625,130
100389351,3718
1003895325025865730,205
1003900266,731
1003904660,54
1003907639657582593,668
1003910998632337409,175
1003911639865937922,35
1003915632050692096,121
1003925377826222081,0
10039282,325
1003929091,696
1003935728,330
1003936154184507392,1011
1003938047648583682,151
1003941058420633601,618
1003942249959436288,375
10039442,3574
100394466,18
1003956269995130880,293
1003959014,255
1003962085078982656,1480
1003969286006804481,238
1003982323610718208,229
1003984191460139008,1075
1003984258686431234,464
1003988631231651843,150
1003988649577508865,683
1003990152597815296,198
1003998361513414657,371
1004003796,15656
1004009145895477249,435
1004009701028323331,0
1004014036927709185,13
1004020500,358
1004020591,324
1004025014,702
1004028073,2257
1004030031457333253,802
1004031478077026327,4765
1004040313,157
1004045550,83
1004046350,229
1004059607663370241,482
1004064192,518
1004067086,435
1004073060377481216,26070
1004077623461535744,111
1004080741,1954
1004082712414650371,1236
1004085655,159
1004086134,4514
1004094147907727360,502
1004104075527507968,63
1004105696,107
1004105960787533829,418
1004107289735958530,11698
1004115164,1304
1004116288866865152,97
1004116639,17883
1004118092,3
1004126912,913
1004142379,1954
1004153419,19
1004153972,176
1004166282,24
100418160,2710
100418351,690
1004185586,37
1004188129,1073
100420381,508
1004205446,703
1004219874,483
1004227602,1466
1004239573,426
10042422,114
1004242262,142
1004242832,0
1004251415886356480,772
1004255227,307
100425564,928
1004255766,295
1004258243298787328,246
1004258406402875392,865
1004269819,225
1004284163736915969,454
1004286611205615616,556
1004292019,408
1004295374,151
1004298583,106
1004299262,1335
1004304352926937088,62
1004304867966554112,812
1004305110,196
1004311364465283072,1105
1004313532857536513,75
1004315606374584320,146
1004320500192043008,434
100432208,2972
1004335387,2877
1004339803314446336,4446
1004362898548850691,5
1004364771796320256,47
1004371583622963200,1689
1004372309464018944,142
1004373206806007808,263
1004377038,1139
1004380494,316
1004380535618064384,2
1004387756523573251,387
1004404538693050368,6
1004406984,323
10044122,0
100441386,2789
1004418714102575104,3846
1004423282,2838
1004423416491880448,0
1004424373082705921,225
1004426125,116
1004427687841226753,464
1004430942277197825,650
1004436263057940481,143
1004436927028912134,256
1004437815181168640,535
1004443267,3290
1004443803032354816,119
100444754,1583
1004449106138402817,11
1004450613969784832,174
1004452134,68
1004453853729837056,119
1004454453448192006,909
1004460279953010694,882
1004462830878244864,838
1004465861309222917,82
1004467274672205825,421
1004469751,0
100447863,334
1004482429,1517
100448542,15
1004487332647587840,674
1004493416,236
1004504533,331
100451051,23855
1004518518,2616
1004530147,353
100453216,566
1004552366,105
1004569992,48
100457076,225
1004573354,73
100458567,886
100459284,382
1004609759251652610,0
1004613798,80
1004614770,2648
100462357,235
1004630276,231
1004635739722743808,78
1004638850,343
1004644849,358
1004644862,292026
1004650284,38876
100465677,0
100466091,2374
1004663048840368128,98
1004664403,8
1004664433,20431
10046852,970
1004687340,4511
1004694289,15613
1004697314,2493
1004703775,250
1004707939,3900
1004708485324566528,15
1004712176031068160,636
100471399,141
100471877,1386
1004719854253953024,296
1004721506486759430,275
1004724817,1408
1004725219,298
1004728266,227
1004729048,897
1004736048,1117
1004737375,72
1004742685100576769,239
1004744238540771328,1123
1004746411399942144,68
1004749912918183936,426
1004751685321936897,407
100475385,0
100475643,998
10047572,776
1004765760852459520,2928
100476924,197
100476968,713
1004777090212945920,206
1004785054327898112,540
1004789738,701
1004793866124517376,1250
100479990,3088
100480340,3541
1004804740105035777,395
1004811281344299008,189
1004812134352551936,1539
1004812916,18
1004820260,137
1004820727,2646
1004826235,1569
1004834826,294
100483875,246
1004838788143738882,390
1004840358872829952,922
100484681,428
1004854362,287
100486155,569
100486957,63
100487640,26982
100488408,3986
1004886276,2901
1004901152,146
100490594,55
1004909509,1484
1004910355,769
1004913473208406019,2084
1004916012,72
100491896,265
1004928517,198
100493021,111
1004934523,1065
1004943354,237
1004947712742051840,1370
1004950843,354
1004951046,434
1004960875,28209
1004973133,1770
1004975810,243
1004996156,1
1005000493242953728,863
1005003752,139
1005003925,536
100501400,214
1005023207752130561,1023
100502518,25
100502611,351
1005029257,27
1005031026,387
1005036483693236224,74
1005038515,113
1005040916997042176,404
100504167,74
1005047966187638784,63
1005051252944883713,175
1005055052455862273,381
100505925,263
1005062802,449
100506559,6805
1005070969847808016,234
1005072055098839041,616
100507334,357
1005085697018138624,702
100508727,30
1005097691016245248,751
1005103809448808449,210
1005118196,123
1005120876,612
1005129864414941185,176
1005131923767922688,390
100513310,1382
1005136375,205
100514156,420
100514165,601
100514300,420
1005143802,1590
1005147957593862145,207
10051482,3322
1005171613409701889,3202
1005171838618566656,356
1005180319,1765
1005181991493529601,461
100518256,320
1005189949,479
1005190431121068032,1742
1005192248,1
100519527,44
1005197641796456448,1183
1005203550543269888,757
100520530,9
1005205540018909184,152
10052072,2653
1005207732625043458,662
1005208489,2763
1005212545,3531
1005219060,27
100522327,803
100523225,21
100526201,216
100526924,290
100528644,625
100528921,399
100528944,130
100529242,1666
1005303666,5
1005309654,0
100531107,1567
1005320158443814912,1956
100532346,1839
100532822,148
1005336188,2357
100534031,1813
100534368,1006
100535506,440
1005372637,1960
1005374818366185472,86
1005382241818742784,1113
1005382280,61
1005393638866776065,136
1005400174158544896,430
100541220,0
100542075,2
10054272,117
1005432853,1510
1005434661529620481,1761
1005439918607302657,2832
100546090,893
1005475561475592198,288
100548187,205
1005485805131980801,200
1005499502994829313,52
1005501281069395970,0
1005502095443791873,69
1005511063159308290,1218
1005512894660956160,473
1005534283870679040,985
1005544518,106
100554519,404
1005546699270606849,2989
100555994,360
1005563138476052480,920
1005565706,391
1005573055790362629,167
100557475,280
1005580476,2958
1005580585,14227
1005584802278526977,350
100559357,613
1005620929,658
100562810,556
1005628951740538881,214
100564168,1219
100564207,1109
100564542,773
100565083,3169
100567162,106
100567838,0
1005679428,26
1005679537,20
100569714,877
100570903,82
1005710484946014209,876
1005723080474398720,287
100572390,1572
1005727915923910656,1082
100575704,168
1005758834,23
1005762436203343873,52
1005766197110099968,2469
1005778823055642624,190
1005781726440951808,2810
1005790186326970368,180
1005792047192793088,1319
1005792258,184
1005802566,5518
100581725,686
1005818427968311297,1332
1005821053401169921,12
1005827778,200
1005829610813173760,453
1005847978190524417,760
10058492,856
1005854830932393985,205
10058662,14
1005867649,0
1005867877747101696,252
1005869531984793602,608
1005870120206524416,0
1005873451603808256,50
1005876998,37
1005888385121124352,1261
1005897048,1625
1005897162,118
100589991,62
100590008,1088
100590109,144
1005911082035236864,969
1005911483581157376,557
1005911696316293120,4864
1005913959541682176,999
1005916165,263
1005917076,1707
1005917366268715008,138
1005922106,186
1005926143457988612,795
1005928190370607106,1822
10059372,1254
1005940002,948
1005942853074333696,790
1005946460326825984,504
1005949000661520384,1622
1005953137,58
1005961172,1695
100597002,125
1005972468,3518
100597763,264
1005980563,7980
1005984396,129
10059852,192
1005986580,359
1005987689945059328,190
1005990170,507
1005999308,245
1006011818,2090
1006015718,391
1006020228,262
1006022551561093120,21
100602785,3127
100603186,634
1006039993,490
1006049089,4713
1006050012,3139
100605276,660
1006056348,614
1006057344042766336,484
1006059495385128960,4997
1006063669552271360,2320
100606845,2157
1006071437168390144,1922
1006081105567670272,4696
1006081622,113
1006090162177265664,445
1006092180,241
1006095223,888
1006097617238011905,381
1006098108290404352,509
1006098254877118464,637
1006102212,0
1006102465,1099
100610543,332
1006106338852818944,30
1006108303,333
1006115293,1496
1006115728897003521,948
1006120334,19
1006125828743286784,585
1006126836126908421,5002
1006128096,462
1006148712,2857
1006151130,0
1006151403281272832,168
1006160659,1383
1006170530,0
1006174238,186
1006177826,35426
1006181558909394945,190
1006181880,325
1006184305,1042
100618833,910
1006193053,237
1006194373,23
1006195920,441
1006198166,1839
1006206268489510913,1931
1006214485139492864,570
1006214791,4628
100621892,298
1006223893,176
1006226514,2763
1006234921,13
1006237459,1902
1006242115,397
1006244682710618112,22
1006248625,1872
1006248655383420928,848
1006249395715825664,240
1006250389,1650
1006250558,785
1006252077536997377,1461
1006253293,108
1006253325363433472,447
1006253747113259009,1042
1006257749255245826,398
1006258108308639744,465
1006261546719248385,121
1006261548,422
1006262359,13
1006265383,67
1006267404,0
1006275991189192704,1681
1006280954,16
1006282192635551750,267
1006282357878525954,155
1006284518,247
1006292197,457
100629311,1433
10062952,624
1006296722,296
1006309872332427264,3592
1006312064,0
100631444,126
1006314538185224193,2792
1006319340348694528,188
1006319527410524160,393
1006320776,1487
1006325990,7141
1006328947,188
1006335950,41
1006338027076161537,1584
1006339238735110144,480
1006346750,202
1006347572,752
1006347607,412
100635575,16
1006365686,67
1006365757,226
1006369147,140
1006372315,701
100637254,1787
1006373719,204
1006378026,34
1006392726,0
1006399170,1349
1006399220,652
1006400634,65
1006404847040679936,1617
1006405140,2373
1006405512,272
1006416834,279
1006419421244678144,2534
1006431619,479
1006432927,1772
1006435341983797248,123
1006436420,236
10064382,2888
1006439340484931584,502
1006439924701245441,2559
100644304,228
1006446434,2292
1006449868720758784,3270
1006450046,194
1006452643,0
1006456646,61
1006466405670227968,37
1006481257,4903
1006490223600128000,1044
1006491642,1261
1006495698,183
1006496239746256896,432
1006501387,1836
1006502096,322
1006502354647216128,870
100650367,1830
1006504176283553792,804
1006510022,0
1006510829649518592,1154
1006512602,187
1006519291573932032,637
1006520088772730881,2369
1006525266984828928,18
1006526846,7047
1006529780890718211,177
1006529804315889664,355
1006542218,503
1006547786265956353,236
1006552579743076353,1357
1006555082324873216,3067
1006556000,0
1006557770,210
1006563122,4198
1006569332586008576,1
1006573150128295937,346
1006581168161153026,200
1006585432191242240,232
1006586582,41
1006596337,13
1006608524502331395,1694
