source_id,target_id,friends_count
80479674,746139000,172
80479674,110475574,4225
80479674,237344612,334
80479674,15147250,2251
80479674,345229285,1823
80479674,278233524,172
80479674,1426611462,359
80479674,1426328604,13
80479674,1309121036,13169
80479674,15258519,8202
80479674,401698598,57178
80479674,20523017,2364
80479674,881301404,8894
80479674,408046151,1532
80479674,26186138,2694
80479674,23682936,27762
80479674,983589973,3900
80479674,578064593,1106
80479674,251885786,15
80479674,303734807,3678
80479674,362279092,66
80479674,389662603,684
80479674,124238998,32
80479674,1416578785,16
80479674,505102973,137
80479674,496245304,3035
80479674,237067257,67
80479674,123000629,1398
80479674,386434316,148
80479674,58343045,375
80479674,391811759,434
80479674,342958561,11338
80479674,1401329652,1704
80479674,163666105,184
80479674,262064770,579
80479674,202325580,271
80479674,26767496,1718
80479674,716253061,951
80479674,158640313,135
80479674,1355945359,1306
80479674,161546607,740
80479674,1412536807,10
80479674,124062779,1111
80479674,247964163,3092
80479674,45634323,130
80479674,20107544,938
80479674,283670189,64
80479674,1378859484,164
80479674,23459717,85
80479674,497897143,599
80479674,100648970,628
80479674,814153934,6387
80479674,856468674,450
80479674,18415221,1714
80479674,1283463530,1596
80479674,1019115908,33
80479674,213439212,80
80479674,235354349,234
80479674,1401758072,1776
80479674,282513478,175
80479674,395114798,363
80479674,15212129,60
80479674,317010457,0
80479674,490562920,3483
80479674,432582358,37
80479674,15887449,8023
80479674,630764351,935
80479674,41994925,96
80479674,254556414,624
80479674,327014098,1129
80479674,714558193,91
80479674,1362217056,424
80479674,1392678690,2910
80479674,1200437166,209
80479674,998079848,931
80479674,184642563,3932
80479674,1137378900,77
80479674,231698704,537
80479674,1277804676,143
80479674,26494780,548
80479674,710550308,94
80479674,300961682,0
80479674,933749904,1139
80479674,80204522,8320
80479674,282895282,4147
80479674,1366561722,20
80479674,1394860314,72
80479674,1350718567,837
80479674,131979992,82800
80479674,495569785,195
80479674,319688564,1277
80479674,92322532,254
80479674,22521761,248
80479674,1179171127,12
80479674,110283946,443
80479674,790005852,1059
80479674,227008366,5549
80479674,359203357,0
80479674,20490840,30375
80479674,17272255,3605
80479674,1381032829,11
80479674,20279934,804
80479674,133823233,0
80479674,402933817,608
80479674,816536509,1
80479674,23736737,1561
80479674,546187742,887
80479674,157748019,829
80479674,1390579453,34
80479674,932668866,416
80479674,24650869,491
80479674,209304394,688
80479674,14677407,5447
80479674,1381219520,270
80479674,32308096,27
80479674,576062704,1066
80479674,1341415134,1343
80479674,1169022926,170
80479674,97868856,135
80479674,59983585,1793
80479674,291503109,35
80479674,111556795,154
80479674,1362844392,1244
80479674,48829726,35380
80479674,615097919,3374
80479674,1388052896,866
80479674,518181859,150
80479674,32072844,6329
80479674,384249988,18
80479674,77995416,300
80479674,578555194,8156
80479674,518557386,0
80479674,83657124,44
80479674,16550088,1951
80479674,61416123,4
80479674,593289865,1150
80479674,1384422434,2
80479674,194459190,1
80479674,467840742,1347
80479674,804326862,811
80479674,20566864,819
80479674,217179938,0
80479674,1380463266,1
80479674,283022808,496
80479674,1332205460,99
80479674,111987133,21006
80479674,40316313,4351
80479674,196319859,859
80479674,343791862,829
80479674,125481375,3772
80479674,444847130,27
80479674,179503822,8952
80479674,1154968099,1219
80479674,1128906344,8
80479674,141584253,236
80479674,843415363,375
80479674,336417708,8123
80479674,21394549,484
80479674,17505511,1871
80479674,22725980,1409
80479674,261152938,11885
80479674,74021073,554
80479674,1336622610,29
80479674,128469807,161
80479674,988939284,162
80479674,1363115479,11
80479674,32634454,1902
80479674,633523389,654
80479674,701659424,1068
80479674,207284622,13
80479674,1308467304,124
80479674,585997738,569
80479674,89711256,803
80479674,462482505,58
80479674,93492604,3453
80479674,201059215,1910
80479674,22789653,180
80479674,1254219823,370
80479674,39944442,121054
80479674,1268252256,692
80479674,1084997485,1161
80479674,141730776,99865
80479674,20646380,84291
80479674,283566920,609
80479674,118931653,100
80479674,76915553,88088
80479674,615809686,2901
80479674,589755708,38
80479674,1300842348,17
80479674,29288086,33130
80479674,856618160,936
80479674,351151098,13128
80479674,85163657,1172
80479674,522162333,1091
80479674,28734896,3
80479674,245634644,0
80479674,176059258,228
80479674,337595069,977
80479674,278876476,1469
80479674,1351360597,0
80479674,206587747,1067
80479674,612733668,17
80479674,18991224,545
80479674,14734733,1457
80479674,34426070,182
80479674,307366335,45
80479674,243724491,636
80479674,719052204,271
80479674,387959401,2774
80479674,55417054,211
80479674,224138155,11697
80479674,1363676196,347
80479674,18149190,1598
80479674,237731224,608
80479674,1361900419,121
80479674,15284674,927
80479674,41627153,177
80479674,20193168,492
80479674,296994629,6466
80479674,99423073,7
80479674,163705368,2201
80479674,249834563,705
80479674,38364479,884
80479674,191602330,3658
80479674,37036359,801
80479674,991584230,2
80479674,25402852,4419
80479674,15714574,36
80479674,1336133138,123
80479674,42733737,1217
80479674,19568680,1428
80479674,81774795,29837
80479674,328067361,58987
80479674,266140925,80
80479674,325802000,1952
80479674,11870332,1294
80479674,243557638,600
80479674,156755795,212
80479674,1337904355,11
80479674,1266891967,128
80479674,147106017,0
80479674,1355003084,52
80479674,1358994882,8
80479674,62615831,3249
80479674,444618968,653
80479674,267680117,53
80479674,360538596,189
80479674,992447844,7675
80479674,23526908,0
80479674,1168925534,144
80479674,248250046,44
80479674,1334975544,41
80479674,587418999,313
80479674,85700955,4671
80479674,7175452,3636
80479674,26864054,1491
80479674,529041887,2185
80479674,1266521262,0
80479674,498072848,1146
80479674,423987435,3612
80479674,92211596,164
80479674,312091763,243
80479674,22891214,0
80479674,1352795850,213
80479674,468253450,3545
80479674,838938572,60
80479674,10498942,1242
80479674,318864234,425
80479674,332296501,1212
80479674,910998385,18
80479674,255425960,3783
80479674,37804640,502
80479674,16294626,901
80479674,147992793,443
80479674,1004162660,669
80479674,1343915700,65
80479674,127060284,1042
80479674,38151429,342
80479674,1199065292,2114
80479674,842862056,1304
80479674,942074197,245
80479674,759286670,522
80479674,1331490991,0
80479674,1159353192,1957
80479674,22799635,811
80479674,372016627,5643
80479674,199047108,332
80479674,111709560,1749
80479674,306398926,1542
80479674,501085791,178
80479674,40062979,1942
80479674,303478898,2142
80479674,69050322,474
80479674,283274453,29151
80479674,518340737,174
80479674,113166579,505
80479674,367494378,26
80479674,32167239,1516
80479674,1075726872,161
80479674,227118938,627
80479674,48768424,4889
80479674,156818636,376
80479674,257646656,101
80479674,377184626,231
80479674,96135531,840
80479674,77812872,1450
80479674,35685832,230
80479674,1276786278,41
80479674,341021911,0
80479674,1296486522,21
80479674,302123233,359
80479674,1290717192,83
80479674,1242684782,2269
80479674,806009750,8
80479674,450529993,6143
80479674,1000876266,22
80479674,1275741235,174
80479674,745073,77
80479674,151217931,3603
80479674,185468180,231
80479674,23803424,0
80479674,862727011,144
80479674,428496608,4581
80479674,496368846,797
80479674,1022324574,481
80479674,140761626,123
80479674,441835563,2735
80479674,104515565,250
80479674,1148320470,9008
80479674,1217014326,20
80479674,972018818,16597
80479674,1221398478,2779
80479674,218500352,2052
80479674,92958339,0
80479674,316009693,2236
80479674,505115383,497
80479674,1224679194,60
80479674,262037406,606
80479674,497645670,1069
80479674,1249276105,19
80479674,560077544,573
80479674,39307609,395
80479674,727381837,1647
80479674,918281689,270
80479674,424182250,56
80479674,22081883,437
80479674,19385404,13384
80479674,345912441,719
80479674,172110314,3997
80479674,307235688,58
80479674,29087043,1943
80479674,28014536,19163
80479674,70456209,1095
80479674,54659812,0
80479674,116851163,0
80479674,567952223,173
80479674,165498073,139
80479674,1212743934,31
80479674,20932922,12738
80479674,1127627539,37
80479674,1138042675,314
80479674,300843404,339
80479674,402731004,47
80479674,31157410,70
80479674,15414010,237
80479674,210908282,1466
80479674,277054839,4499
80479674,517005609,326
80479674,17967491,70
80479674,29441764,1572
80479674,208273052,182
80479674,39469524,24
80479674,229699547,764
80479674,243333048,835
80479674,1102445533,146
80479674,49835809,266
80479674,52190833,243
80479674,193352925,2207
80479674,14699672,382
80479674,1176488888,347
80479674,97521680,1823
80479674,1067693479,94
80479674,82296803,4484
80479674,133644068,13492
80479674,17129454,18544
80479674,1120580911,47
80479674,142381483,68
80479674,31358930,2807
80479674,1115133990,108
80479674,861663655,4607
80479674,243097477,992
80479674,1108748076,0
80479674,1061603994,875
80479674,99233303,219
80479674,129980509,2780
80479674,18905559,222
80479674,190774889,166224
80479674,122038532,13672
80479674,33594340,7648
80479674,324293514,6218
80479674,304385312,0
80479674,26760540,397
80479674,96583499,6928
80479674,19928398,417
80479674,107875099,0
80479674,630905041,1356
80479674,339873203,463
80479674,815537202,1641
80479674,139756726,348
80479674,114370118,838
80479674,138392823,11944
80479674,279023483,5363
80479674,488031465,1
80479674,974971608,766
80479674,20611194,34439
80479674,292261358,1688
80479674,277598065,735
80479674,231347684,1127
80479674,198057200,623
80479674,121821497,112
80479674,234385513,40897
80479674,66902559,221
80479674,616339981,26
80479674,60750068,359
80479674,42590669,29
80479674,254470089,85
80479674,43412584,1905
80479674,930539803,28
80479674,772623296,38
80479674,924219882,4
80479674,126291458,487
80479674,432073277,1928
80479674,905776934,375
80479674,50090381,98
80479674,849619470,1
80479674,324897361,1393
80479674,772581732,494
80479674,138961963,1667
80479674,378273900,2129
80479674,156251813,594
80479674,823020805,1524
80479674,297169759,429
80479674,326359913,1
80479674,24599923,420
80479674,23199841,7822
80479674,30706332,323
80479674,59294733,247
80479674,16372127,9
80479674,19377913,656
80479674,12993222,2040
80479674,163229019,3682
80479674,55594930,183
80479674,16913418,357
80479674,267907692,160
80479674,40302362,3084
80479674,208155240,1495
80479674,14216123,658
80479674,207381263,361
80479674,15256225,1062
80479674,262218224,132
80479674,216586703,900
80479674,25319414,823
80479674,67321492,15
80479674,225190303,50
80479674,24523660,312
80479674,18222378,21
80479674,24700876,586
80479674,98941042,2089
80479674,21447363,234
80479674,79293791,1013
80479674,17461978,684
80479674,19397785,317
80479674,35094637,751
80479674,106470258,233
80479674,373547280,28
80479674,13896552,195
80479674,19923144,1824
80479674,21401466,608
80479674,19337563,4732
80479674,41469938,223
80479674,19066390,951
80479674,27053127,608
80479674,6017542,547
80479674,20177423,1178
80479674,85603854,1782
80479674,29840295,301
80479674,285282053,197
80479674,170424259,176
80479674,136361303,461
80479674,25589776,1722
80479674,62432717,1224
80479674,17674486,727
80479674,23083404,181
80479674,55573873,90
80479674,80655102,274
80479674,157140968,126
80479674,19212009,1795
80479674,22685200,899
80479674,50393960,283
80479674,34097876,90
80479674,17919972,0
80479674,169686021,235
80479674,110827653,805
80479674,185314895,55
80479674,16409683,368323
80479674,92367751,1712
80479674,88717169,2081
80479674,65072104,5301
80479674,328503571,39
80479674,24741517,332
80479674,759251,1102
80479674,347388457,110
80479674,86422542,2679
80479674,16926550,142
80479674,25053299,511
80479674,91478624,5176
80479674,24929621,11594
80479674,28970983,459
80479674,105587576,2437
80479674,44084633,6
80479674,60054156,0
80479674,30958203,81
80479674,53184267,4225
80479674,21782770,210
80479674,100300056,5224
80479674,22930902,43
80479674,19025957,64
80479674,12848262,594
80479674,17659340,345
80479674,1523681,8424
80479674,16295454,2711
80479674,6433472,1258
80479674,86440564,511
80479674,21238524,1065
80479674,44450302,803
80479674,27778893,12134
80479674,428333,119
80479674,15159691,372
80479674,72918551,28
80479674,14331907,2048
80479674,19000033,934
80479674,255365801,0
80479674,270972209,372
80479674,36916922,42340
80479674,29743384,97
80479674,149165107,14
80479674,104992948,15
80479674,41468683,747
80479674,43658360,421
80479674,73406718,15141
80479674,65992743,673
80479674,130833991,528
80479674,19636948,374
80479674,47459700,13
80479674,52544275,1546
80479674,20402945,843
80479674,18870182,101
80479674,7280572,4149
80479674,1223101,11786
80479674,16351521,8102
80479674,224662297,4
80479674,160257343,72
80479674,65116453,2
80479674,24959746,805
80479674,14277874,927
80479674,27948028,255
80479674,21800712,3310
80479674,44989254,2886
80479674,36478657,81
80479674,25017900,1159
80479674,278098811,883821
80479674,85772748,407
80479674,111700330,21
80479674,25365536,122
80479674,23617610,80
82487179,103338935,451
82487179,150678850,624
82487179,109399420,4489
82487179,94429039,174
82487179,245396123,984
82487179,236699098,991
82487179,108033462,107
82487179,20629110,564
82487179,299807811,1110
82487179,2155553976,46
82487179,137489324,196
82487179,72960530,2856
82487179,140495650,521
82487179,91430932,891
82487179,1671560886,4289
82487179,238031347,378
82487179,57804665,2150
82487179,1161738638,0
82487179,2319576488,5971
82487179,15249082,1722
82487179,230930518,15458
82487179,1010483634,0
82487179,477671113,3342
82487179,477666813,2479
82487179,1253233471,202
82487179,703268131,59
82487179,285923606,6
82487179,228550392,0
82487179,1599771068,76
82487179,899957814,185
82487179,1571336227,334
82487179,1529468360,7
82487179,95538188,203
82487179,384133277,132
82487179,367866747,136
82487179,80322524,358
82487179,30044656,934
82487179,37023195,1850
82487179,1504442510,20
82487179,20413022,282
82487179,359926634,347
82487179,52498486,320
82487179,1492138676,8
82487179,64150435,444
82487179,35761697,25869
82487179,1400365663,2015
82487179,120517304,1745
82487179,361787082,58
82487179,120147257,27637
82487179,39027227,75927
82487179,92499813,28965
82487179,22805618,2603
82487179,1087663237,542
82487179,136432320,571
82487179,98891836,7488
82487179,44633428,2600
82487179,281411022,6163
82487179,381781281,3156
82487179,1435947163,18
82487179,60504530,3244
82487179,66046980,225
82487179,16548023,10
82487179,65229598,913
82487179,25660225,246
82487179,177372535,505
82487179,53569692,612
82487179,404965779,1802
82487179,170376259,53
82487179,135325668,318
82487179,22109106,936
82487179,595720627,2821
82487179,940428600,436
82487179,1261011049,49
82487179,48341691,3090
82487179,947180246,1334
82487179,1201269204,2544
82487179,39028265,234
82487179,79785932,195
82487179,443044298,2858
82487179,197985953,4523
82487179,236353322,2550
82487179,103611252,138
82487179,946613707,646
82487179,20626880,941
82487179,131938088,65
82487179,111497899,41
82487179,129574927,351
82487179,30458636,0
82487179,9161692,160
82487179,759951794,12586
82487179,171959794,785
82487179,400574733,86786
82487179,398827540,1157
82487179,104364865,71
82487179,125727264,636
82487179,321842373,204
82487179,357922932,1170
82487179,453268822,522
82487179,473227983,801
82487179,488884961,913
82487179,479055342,1697
82487179,459522285,1342
82487179,607433938,1222
82487179,998611374,1866
82487179,98665795,540
82487179,484637047,32
82487179,84497407,16217
82487179,133121732,1493
82487179,222951254,361
82487179,876944209,102
82487179,194236441,332
82487179,184662536,1045
82487179,147873403,280
82487179,341947755,655
82487179,45851820,458
82487179,351872062,632
82487179,88387186,515
82487179,317545147,436
82487179,124195329,723
82487179,96042878,1782
82487179,31126587,318
82487179,784892570,30
82487179,280582344,274
82487179,706612219,290
82487179,587618115,1164
82487179,205943799,156
82487179,1063273837,9305
82487179,250459741,545
82487179,560814887,456
82487179,127904900,737
82487179,969354276,675
82487179,246892041,4074
82487179,985421604,775
82487179,473759968,132
82487179,125408988,627
82487179,35797705,68
82487179,123681659,113
82487179,937672932,717
82487179,555558159,1453
82487179,252327787,1857
82487179,279654413,2098
82487179,700253748,2056
82487179,380957466,1207
82487179,339135597,1255
82487179,88038972,1172
82487179,842210714,3446
82487179,352632073,100
82487179,131299285,844
82487179,14506505,14608
82487179,337981613,172
82487179,272214612,125
82487179,166242968,154
82487179,47959194,4113
82487179,452552793,109
82487179,382180793,1028
82487179,598772357,159
82487179,142117867,58
82487179,139779411,862
82487179,230678592,75
82487179,168358535,782
82487179,124530101,124
82487179,120594394,50335
82487179,574246383,448
82487179,729471512,100
82487179,341836189,162
82487179,51658330,365
82487179,151181704,94
82487179,70942252,62
82487179,276738550,119
82487179,73000013,2694
82487179,48911271,1122
82487179,59839978,2241
82487179,15426691,2370
82487179,141291528,2996
82487179,496538591,1717
82487179,708922423,77
82487179,99615900,1808
82487179,594094146,1528
82487179,451273748,113
82487179,146485639,2341
82487179,258462266,656
82487179,81518815,93
82487179,228494991,7
82487179,409268559,8413
82487179,151730146,46
82487179,390825366,27
82487179,429533929,5
82487179,176579189,5
82487179,503221048,34
82487179,14817107,6907
82487179,407105950,0
82487179,45897681,110
82487179,152534179,221
82487179,558802552,29231
82487179,462400613,17169
82487179,247046579,983
82487179,252653649,96
82487179,297824234,226
82487179,306878852,28
82487179,291759737,1519
82487179,130213499,601
82487179,618420295,476
82487179,301605962,2974
82487179,111168951,657
82487179,151133706,84
82487179,234556841,95
82487179,556248592,1183
82487179,147734621,210
82487179,290782675,1167
82487179,596177575,79
82487179,124848985,289
82487179,152014982,679
82487179,600540386,285
82487179,56839855,2934
82487179,133871901,2598
82487179,27954537,3736
82487179,275375377,827
82487179,347232938,627
82487179,537386171,1892
82487179,392879606,1516
82487179,580615932,4506
82487179,198755056,350
82487179,64444249,1166
82487179,196412068,359
82487179,486374395,4016
82487179,250019392,569
82487179,158890983,1176
82487179,26690654,1425
82487179,51613417,539
82487179,136194538,488
82487179,324775482,710
82487179,67506288,1412
82487179,274706321,164
82487179,380648391,102071
82487179,31907515,3952
82487179,419220040,2026
82487179,312342292,484
82487179,484947497,3457
82487179,308762950,865
82487179,81264969,89830
82487179,93577344,644
82487179,47196928,598
82487179,212323094,33
82487179,326905195,2331
82487179,382213637,29034
82487179,135643164,1477
82487179,112854791,417
82487179,181574785,259
82487179,566085790,1822
82487179,15321674,501
82487179,80210608,995
82487179,369907614,1342
82487179,154771617,1087
82487179,72862367,294
82487179,139949763,893
82487179,94286232,571
82487179,18746993,1
82487179,233005770,274
82487179,347939274,75
82487179,222925504,2108
82487179,184601139,507
82487179,196335947,485
82487179,586984054,39
82487179,102551118,57685
82487179,38982234,841
82487179,479236195,124
82487179,315437346,227
82487179,64940197,780
82487179,67627719,58773
82487179,19030791,2301
82487179,456815884,553
82487179,564723553,45
82487179,169216401,32
82487179,412384950,278
82487179,186443862,29457
82487179,92180950,653
82487179,103382790,430
82487179,95257207,1017
82487179,24969337,0
82487179,14677919,380
82487179,2884771,527
82487179,51241574,6884
82487179,87818409,1072
82487179,520653311,9
82487179,16664681,7047
82487179,435299501,860
82487179,15754281,876
82487179,133359792,1144
82487179,89097515,1111
82487179,178011423,1
82487179,83913477,448
82487179,15634465,1411
82487179,132773199,1893
82487179,79558732,660
82487179,12661932,2016
82487179,150451991,823
82487179,293649909,3444
82487179,141697312,393
82487179,199161384,75
82487179,145728722,457
82487179,261304854,296
82487179,136551076,208
82487179,370424190,752
82487179,36177584,20
82487179,351359912,211
82487179,133931350,1463
82487179,113127018,1685
82487179,148876643,150
82487179,243325332,739
82487179,114273633,2950
82487179,580139569,160
82487179,180254241,210
82487179,260829321,261
82487179,315618633,88334
82487179,192255264,111
82487179,78805839,406
82487179,45474006,96
82487179,393648506,14
82487179,83692594,194
82487179,94213797,140
82487179,89210037,544
82487179,93116622,608
82487179,68506124,88
82487179,185912979,115
82487179,109387470,1219
82487179,334161464,12689
82487179,33425625,195
82487179,20551535,252
82487179,114584352,375
82487179,480198061,5435
82487179,124959666,473
82487179,183390686,12697
82487179,78502161,180
82487179,32992227,588
82487179,576765779,369
82487179,54643438,4123
82487179,29429359,52565
82487179,393027727,571
82487179,240714255,71
82487179,501219695,51
82487179,76135015,1008
82487179,573290695,0
82487179,9204502,524
82487179,108740292,993
82487179,212327594,35
82487179,273655682,46
82487179,41156599,1712
82487179,397281913,120
82487179,154944258,4488
82487179,145019819,66936
82487179,211374036,346
82487179,74081409,67
82487179,18111819,520
82487179,102827530,33
82487179,112217472,264
82487179,162228597,115600
82487179,98958232,201
82487179,282245759,35
82487179,172192770,70
82487179,317560802,81
82487179,516070104,32
82487179,20205854,1820
82487179,25224960,858
82487179,346087115,143
82487179,55738348,318
82487179,171994947,44
82487179,123727981,735
82487179,267625755,514
82487179,59359907,151
82487179,27797775,103
82487179,480782173,85
82487179,85670312,1933
82487179,209699042,35
82487179,18322639,114
82487179,114007296,491
82487179,104665724,721
82487179,62100113,864
82487179,49573859,1441
82487179,170150560,6695
82487179,47386889,660
82487179,252943297,412
82487179,41499026,3505
82487179,239243350,223
82487179,242134465,199
82487179,59972698,173
82487179,499470284,65
82487179,203261725,471
82487179,334926363,805
82487179,102256219,388
82487179,315635272,1325
82487179,34955958,1696
82487179,306480554,13662
82487179,341216154,77
82487179,120808237,439
82487179,298738941,117
82487179,194095366,128
82487179,55991693,7264
82487179,354578551,1190
82487179,42298947,13
82487179,229558109,191
82487179,356648239,179
82487179,35981829,1148
82487179,475503878,92
82487179,105184668,2509
82487179,435389633,662
82487179,33772666,1063
82487179,483721740,91
82487179,83220789,27063
82487179,96802136,6276
82487179,129551970,400
