source_id, target_id
3610511, 1065889440
3610511, 50355444
3610511, 22651555
3610511, 21204951
3610511, 31583882
3610511, 478000821
3610511, 63112528
3610511, 17582486
3610511, 847110601843376132
3610511, 49772158
3610511, 14377835
3610511, 237654091
3610511, 106542971
3610511, 17768307
3610511, 1060631431
3610511, 965575952314093568
3610511, 635552971
3610511, 299776059
3610511, 1291802729438945280
3610511, 198282057
3610511, 491327107
3610511, 1309478606318469121
3610511, 22677790
3610511, 3952791
3610511, 17835068
3610511, 89090040
3610511, 131254069
3610511, 404064077
3610511, 16211566
3610511, 827908404
3610511, 1259025961238102016
3610511, 19392607
3610511, 27013292
3610511, 495882009
3610511, 30354991
3610511, 939091
3610511, 821784477076750338
3610511, 1059361525109010433
3610511, 930822249707376640
3610511, 874240211441643520
3610511, 1001344387102728194
3610511, 817260552
3610511, 989421559
3610511, 18262639
3610511, 2375774460
3610511, 11226
3610511, 454423746
3610511, 35817747
3610511, 1096457871238127616
3610511, 131673519
3610511, 1308211178
3610511, 4398626122
3610511, 859816394556284929
3610511, 895332160130891776
3610511, 380749300
3610511, 36947388
3610511, 369400663
3610511, 827455671268438016
3610511, 543382361
3610511, 819882765403484160
3610511, 376819015
3610511, 11348282
3610511, 4263506729
3610511, 33502178
3610511, 1189646250
3610511, 842328415
3610511, 26759374
3610511, 1060978099146260480
3610511, 994453158301786113
3610511, 107225267
3610511, 816291044325261312
3610511, 525808515
3610511, 305236970
3610511, 75937326
3610511, 205553183
3610511, 1904010924
3610511, 831576767878017025
3610511, 368950045
3610511, 1174333983334764551
3610511, 213317201
3610511, 1125687015956262917
3610511, 1011345105645592576
3610511, 1261629241
3610511, 2361349338
3610511, 477980037
3610511, 4009984403
3610511, 51757652
3610511, 1066821653232005132
3610511, 17220817
3610511, 985916593065476096
3610511, 42662397
3610511, 145225789
3610511, 73971750
3610511, 2289311450
3610511, 469153
3610511, 21843
3610511, 801754
3610511, 2267806358
3610511, 520594358
3610511, 2905440476
3610511, 702932794947694592
3610511, 847791835741384705
3610511, 1050122704202788864
3610511, 903754637072769024
3610511, 4524412653
3610511, 428521248
3610511, 57282569
3610511, 418814614
3610511, 1628926970
3610511, 2098681
3610511, 130851801
3610511, 1086700214
3610511, 1002351
3610511, 217464018
3610511, 122014351
3610511, 416428550
3610511, 185108209
3610511, 17368916
3610511, 1645711686
3610511, 7697992
3610511, 2557037323
3610511, 178812809
3610511, 1345393938
3610511, 813286
3610511, 34743251
3610511, 29236490
3610511, 100325421
3610511, 15492359
3610511, 256010804
3610511, 775622520
3610511, 180463340
3610511, 6566922
3610511, 270928929
3610511, 1319015874
3610511, 107505580
3610511, 72248630
3610511, 15254807
